Source	Target	Species	Target Score	Target Description	SourceType	TargetType
miR-15b-5p	Zfhx4	Rat	91	zinc finger homeobox 4	miRNA	mRNA
miR-15b-5p	Colq	Rat	91	collagen like tail subunit of asymmetric acetylcholinesterase	miRNA	mRNA
miR-15b-5p	Spsb4	Rat	91	splA/ryanodine receptor domain and SOCS box containing 4	miRNA	mRNA
miR-15b-5p	Nup50	Rat	91	nucleoporin 50	miRNA	mRNA
miR-15b-5p	Aff4	Rat	91	AF4/FMR2 family, member 4	miRNA	mRNA
miR-15b-5p	Cfap45	Rat	91	cilia and flagella associated protein 45	miRNA	mRNA
miR-15b-5p	Tbpl1	Rat	91	TATA-box binding protein like 1	miRNA	mRNA
miR-193b-3p	Erbb4	Rat	91	erb-b2 receptor tyrosine kinase 4	miRNA	mRNA
miR-199a-3p	Tubgcp3	Rat	91	tubulin, gamma complex associated protein 3	miRNA	mRNA
miR-199a-3p	Pnrc1	Rat	91	proline-rich nuclear receptor coactivator 1	miRNA	mRNA
miR-199a-3p	Aplp2	Rat	91	amyloid beta precursor like protein 2	miRNA	mRNA
miR-1b	Bdnf	Rat	91	brain-derived neurotrophic factor	miRNA	mRNA
miR-1b	Wdr48	Rat	91	WD repeat domain 48	miRNA	mRNA
miR-1b	Ywhaz	Rat	91	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta	miRNA	mRNA
miR-1b	Cdc14a	Rat	91	cell division cycle 14A	miRNA	mRNA
miR-1b	Sulf1	Rat	91	sulfatase 1	miRNA	mRNA
miR-1b	Heatr5b	Rat	91	HEAT repeat containing 5B	miRNA	mRNA
miR-1b	Fam91a1	Rat	91	family with sequence similarity 91, member A1	miRNA	mRNA
miR-1b	Eif4e	Rat	91	eukaryotic translation initiation factor 4E	miRNA	mRNA
miR-1b	Ajuba	Rat	91	ajuba LIM protein	miRNA	mRNA
miR-1b	Zfp280d	Rat	91	zinc finger protein 280D	miRNA	mRNA
miR-1b	Tra2b	Rat	91	transformer 2 beta homolog	miRNA	mRNA
miR-1b	Clcn3	Rat	91	chloride voltage-gated channel 3	miRNA	mRNA
miR-1b	Pax3	Rat	91	paired box 3	miRNA	mRNA
miR-214-3p	Zfp609	Rat	91	zinc finger protein 609	miRNA	mRNA
miR-214-3p	Scp2d1	Rat	91	SCP2 sterol-binding domain containing 1	miRNA	mRNA
miR-214-3p	Nmb	Rat	91	neuromedin B	miRNA	mRNA
miR-214-3p	Lsm12	Rat	91	LSM12 homolog	miRNA	mRNA
miR-214-3p	Tmem248	Rat	91	transmembrane protein 248	miRNA	mRNA
miR-214-3p	Zbtb20	Rat	91	zinc finger and BTB domain containing 20	miRNA	mRNA
miR-214-3p	Rasgef1c	Rat	91	RasGEF domain family, member 1C	miRNA	mRNA
miR-214-3p	Atp2a3	Rat	91	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	miRNA	mRNA
miR-214-5p	Rad51	Rat	91	RAD51 recombinase	miRNA	mRNA
miR-214-5p	Gimap7	Rat	91	GTPase, IMAP family member 7	miRNA	mRNA
miR-499-5p	Arglu1	Rat	91	arginine and glutamate rich 1	miRNA	mRNA
miR-499-5p	Eya4	Rat	91	EYA transcriptional coactivator and phosphatase 4	miRNA	mRNA
miR-499-5p	Fbxl3	Rat	91	F-box and leucine-rich repeat protein 3	miRNA	mRNA
miR-499-5p	Reep1	Rat	91	receptor accessory protein 1	miRNA	mRNA
miR-140-3p	Anapc1	Rat	90	anaphase promoting complex subunit 1	miRNA	mRNA
miR-140-3p	Zc3h6	Rat	90	zinc finger CCCH type containing 6	miRNA	mRNA
miR-140-3p	Cry1	Rat	90	cryptochrome circadian regulator 1	miRNA	mRNA
miR-15b-5p	Nfatc3	Rat	90	nuclear factor of activated T-cells 3	miRNA	mRNA
miR-15b-5p	Rnf144b	Rat	90	ring finger protein 144B	miRNA	mRNA
miR-15b-5p	Clcn3	Rat	90	chloride voltage-gated channel 3	miRNA	mRNA
miR-15b-5p	Peli3	Rat	90	pellino E3 ubiquitin protein ligase family member 3	miRNA	mRNA
miR-15b-5p	Sec61a1	Rat	90	Sec61 translocon alpha 1 subunit	miRNA	mRNA
miR-15b-5p	Islr	Rat	90	immunoglobulin superfamily containing leucine-rich repeat	miRNA	mRNA
miR-15b-5p	Capza2	Rat	90	capping actin protein of muscle Z-line subunit alpha 2	miRNA	mRNA
miR-15b-5p	Socs6	Rat	90	suppressor of cytokine signaling 6	miRNA	mRNA
miR-15b-5p	Tll1	Rat	90	tolloid-like 1	miRNA	mRNA
miR-15b-5p	Tbl1xr1	Rat	90	transducin (beta)-like 1 X-linked receptor 1	miRNA	mRNA
miR-15b-5p	Mob4	Rat	90	MOB family member 4, phocein	miRNA	mRNA
miR-15b-5p	Slit2	Rat	90	slit guidance ligand 2	miRNA	mRNA
miR-15b-5p	Uqcrq	Rat	90	ubiquinol-cytochrome c reductase, complex III subunit VII	miRNA	mRNA
miR-193b-3p	Sos2	Rat	90	SOS Ras/Rho guanine nucleotide exchange factor 2	miRNA	mRNA
miR-199a-3p	Cdt1	Rat	90	chromatin licensing and DNA replication factor 1	miRNA	mRNA
miR-199a-3p	LOC499331	Rat	90	similar to hypothetical protein D030056L22	miRNA	mRNA
miR-199a-3p	Llgl2	Rat	90	LLGL scribble cell polarity complex component 2	miRNA	mRNA
miR-1b	Tmem178a	Rat	90	transmembrane protein 178A	miRNA	mRNA
miR-1b	Eva1a	Rat	90	eva-1 homolog A, regulator of programmed cell death	miRNA	mRNA
miR-1b	Yipf4	Rat	90	Yip1 domain family, member 4	miRNA	mRNA
miR-1b	Srsf1	Rat	90	serine and arginine rich splicing factor 1	miRNA	mRNA
miR-1b	Cndp1	Rat	90	carnosine dipeptidase 1	miRNA	mRNA
miR-1b	Hnrnpu	Rat	90	heterogeneous nuclear ribonucleoprotein U	miRNA	mRNA
miR-1b	Ywhaq	Rat	90	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta	miRNA	mRNA
miR-1b	Slc25a25	Rat	90	solute carrier family 25 member 25	miRNA	mRNA
miR-1b	Rnf145	Rat	90	ring finger protein 145	miRNA	mRNA
miR-1b	Mtx1	Rat	90	Metaxin 1	miRNA	mRNA
miR-214-3p	Odf2l	Rat	90	outer dense fiber of sperm tails 2-like	miRNA	mRNA
miR-214-3p	Smarcd1	Rat	90	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	miRNA	mRNA
miR-214-3p	Tnpo1	Rat	90	transportin 1	miRNA	mRNA
miR-214-5p	Rbfox1	Rat	90	RNA binding fox-1 homolog 1	miRNA	mRNA
miR-320-3p	Itgb1	Rat	90	integrin subunit beta 1	miRNA	mRNA
miR-320-3p	Rai2	Rat	90	retinoic acid induced 2	miRNA	mRNA
miR-320-3p	Pdzd8	Rat	90	PDZ domain containing 8	miRNA	mRNA
miR-320-3p	Hspa4	Rat	90	heat shock protein family A member 4	miRNA	mRNA
miR-499-5p	Sinhcaf	Rat	90	SIN3-HDAC complex associated factor	miRNA	mRNA
miR-499-5p	Cnot9	Rat	90	CCR4-NOT transcription complex subunit 9	miRNA	mRNA
miR-499-5p	Noct	Rat	90	nocturnin	miRNA	mRNA
miR-499-5p	Panx3	Rat	90	pannexin 3	miRNA	mRNA
miR-499-5p	Cyb5r4	Rat	90	cytochrome b5 reductase 4	miRNA	mRNA
miR-499-5p	Ddx1	Rat	90	DEAD-box helicase 1	miRNA	mRNA
miR-499-5p	Sdc2	Rat	90	syndecan 2	miRNA	mRNA
